;tweet_cleans;tweet_english;klasifikasi
1774;panggil langsung tensi nimbang keluhannya cari dokter bedah disurat rujukan tertulis yth dokter bedah jelasin dikasih tau nama dokternya karna ramai perawatnya;call the tension immediately, consider the complaint, look for a surgeon, in a written referral letter, dear surgeon, please explain that the doctor's name is given because there are many nurses.;Netral
1775;hamdalah dokternya langsung diresepin antibiotik salep ngempesin benjolan;thank god the doctor immediately prescribed an antibiotic ointment to suppress the lump;Negatif
1776;diperiksa dokter dokternya kaget banget karna kaki itungannya udah parah banget kalo telat penanganan membengkak karna benjolan bening berefek organ badan pankreas sampe getah bening;checked by the doctor the doctor was really surprised because the leg count was really bad if it was too late to treat it swelled up because the clear lump affected the organs of the pancreas until the lymph;Netral
1777;sumpah ngantuk banget tidur subuh jam kudu bangun ngejar nomor antrian beruntungnya dapet nomor ehh tapiii dokternya jam;i swear i'm really sleepy at dawn, i have to wake up chasing the queue number, i'm lucky to get a number, but the doctor is clockwork;Positif
1778;dokternya gimana baiknya takutnya overdosis kalo kasih sepengetahuan dokter;the doctor, how good is it to be afraid of an overdose if you tell the doctor;Negatif
1779;pake pil kb emg haid ku tu ga teratur seribg telat tp pas cek dokternya gaada dikasih pil kb kl ngga better km cek aja biar tau kondisinya gimana;i'm using birth control pills and my periods are irregular, i'm often late, but when i check with the doctor, i'm not given birth control pills. if it's not better, i'll just check to see how my condition is.;Negatif
1780;rumah sakit dokternya bingung mati pas meriksa gw pas periksa denyut jantung gw pake stetoskop terdengar namamu;the hospital the doctor was confused when he died when he checked me when he checked my heart rate with a stethoscope he heard your nam;Positif
1781;cerita februari sakit semingguan mah berobat dokternya kek ngajak guyon asli dipriksa ga menit ya allah keluhan engga trs pas surat keterangan sakit izin kerja;story february sick for a week, i went to see the doctor;Negatif
1782;kalo crazy rich gitu dokternya yha;if it's crazy rich, that's the doctor, okay?;Negatif
1783;anjir perut sakit banget sampe jalan aja bungkuk tp tetep motor bolak niat dokter eh dokternya tutup sialanddddddd sakit iniii;anjir's stomach hurts so much that he just stooped down but the motorbike kept going back and forth, the doctor's intentions were, the doctor closed this damn dddddd;Netral
1784;moderna reeen dosisnya dokternya vaksin sih tetep aja efeknya lebay merinding sakit kek abis jatoh sepeda gitu otl;moderna reeen, the doctor's dose is the vaccine, the effect is still too much, goosebumps hurt, after falling on a bicycle, otl;Negatif
1785;jadwal dokternya praktek jam semoga;the doctor's schedule is practice hours hop;Negatif
1786;check up sayang dokternya pindah praktek ngak ketemu udah nyaman;check up, unfortunately the doctor moved to practice, couldn't find it, it's comfort;Netral
1787;minum obat dpt obat dokternya kmrn;take medicine, get medicine from the doctor;Negatif
1788;dokternya praktek kamis pagi nunggu kamis;the doctor practices thursday morning waiting for thursday;Positif
1789;langsung dokternya;straight to the doctor;Positif
1790;kedokter panggil pas panggil dok dokternya bilang panggil aja;the doctor called when he called the doctor the doctor said just c;Negatif
1791;aihh dokternya dateng;ahh the doctor is com;Positif
1792;aamiin ya rabbal alaamiin ibuku dokternya nyuruh dl mba operasinya manut dokter gimana yg terbaik;i'm sorry, rabbal alamin, my mother, the doctor was told to do the operation, follow the doctor, what's the best;Negatif
1793;bayangin lu sakit trus dokternya nanya diagnosis base;imagine that you are sick and the doctor asks for the diagnosis ba;Netral
1794;sampe dokter igd screening karna batuk ya gapapa kirain tuh cepet dokternya gak bilang pergantian shift dsb yaudah iya ditunggu;until the emergency room doctor was screened because of a cough, it's okay, i thought it was fast, the doctor didn't say shift change, etc., okay, i wait;Netral
1795;iyaa kalo dokternya si jago kandang mino ga hissing ga berisik diem aja ngumpet ketek wkkwkw;yes, if the doctor is good at the cage, mino doesn't hissing, doesn't make noise, just shut up and hide, wkkwkw;Positif
1796;dunia penyakit kekuasaan penyakit ulama dokternya dokter memasukkan penyakit berhati hatilah imam ahmad bin hanbal islamkaffah;world, disease, power, disease, clergy, doctors, doctors, include disease, be careful, imam ahmad bin hanbal, islamkaffah;Positif
1797;anak sy usia resepkan zat besi dokternya kakaknya opname zat besi apanya gitu posisi demam usia;my child is aged, the doctor prescribes iron, his brother is hospitalized with iron, what is the position of the age fev;Netral
1798;rahim ibumu lahir dokternya biar diguntingnya kayak bentukan jenny;your mother's womb was born, the doctor let her cut it like jenny's shap;Netral
1799;bayar mahal tp sekalinya sakit obat suruh tebus suntik suruh bayar yg gratis konsul dokternya doang;pay expensive, but once you get sick, the medicine is ordered to pay for the injection, it's free to only consult the doctor;Netral
1800;dokternya pusing;the doctor is dizzi;Positif
1801;takutkah ga sakit dokternya liat pake kamera gitu lihat layar radang ya kemerahan bengkak gapapa bersihkan kasih antibiotik pake obat tetes minum dipegang gitu sih kemaren;aren't you afraid the doctor is looking at the camera with a camera, looking at the screen, it's inflammation, it's red, swollen, it's okay to clean it, give antibiotics using drinking drops, and hold it like that yesterday;Netral
1802;bayar mahal tp sekalinya sakit obat suruh tebus suntik suruh bayar yg gratis konsul dokternya doang sih bpjs;pay expensive, but once you get sick, the medicine is told to pay for the injection, it's free, only the doctor's consultation is bpj;Negatif
1803;kena isk trus dokter spesialis penyakit ginjal kandung kemihku usg gitu trus dokternya kandung kemihku luka maybe iritasi minumnya gaboleh gaboleh kalo kebanyakan bikin kandung kemih iritasi lg;i had a urinary tract infection and the doctor who specializes in kidney disease had an ultrasound on my bladder and then the doctor injured my bladder, maybe it's irritated to drink, you can't drink too much if it irritates your bladder again;Positif
1804;kakakku lasik ngelahirin tetep normal konsultasiin dokternya aja;my sister gave birth normally, but just consult the doctor;Positif
1805;pgn bolos rabu tp takut dicariin kl ijin kedokter ntar mampos surat dokternya ditagih gimane;i want to skip wednesday but i'm afraid to look for a doctor's permission later on, the doctor's letter will be collected, how do you do it;Positif
1806;sorry kalo tweets ku kasar emosi korban penipuan dijulidin ditambah korbannya tuh dokter yg profesi berjasa pandemi mba dokternya semoga ketemu jalan keluarnya artian uangnya rezeki yg;sorry if my tweets are rude, the emotions of the victims of fraud have been julidin, plus the victim is a doctor whose profession has contributed to the pandemic, madam, the doctor, i hope you find a way out, meaning the money is good fortun;Negatif
1807;dokternya kasar deh nyakitin bela;the doctor is rude, it hurt;Negatif
1808;intinya tuhhh klinik kecantikan tuh dokternya tau kalo jerawat gt kadang yg dibantu obat minum treatment dll huhu cuman sekedar dikasih cream pagi malem biar putih ahshgsgsahg;the point is, the beauty clinic is the doctor who knows if you have acne, sometimes the ones who are helped by taking medication, etc., are just given morning cream at night to make it whit;Netral
1809;seminggu yg dokter gigi perawatan saluran akar gigi bolong kerasa ngilu sakit nih gigi yg udh dkasih obat sm dokternya tp;a week that the dentist treated the root canal for the hole in the tooth, it hurts, the tooth that the doctor has given medicine for, but;Netral
1810;butuh beneran kaga sha kalo kaga dokternya pulang;do you really need it if you don't see the doctor coming hom;Positif
1811;minus plus silinder adik habis lasik back to normal emang minusnya bilang dokternya cepet silinder lasik prosedur yg dipatuhi;minus plus my sister's cylinder finished lasik back to normal, the minus is that the doctor said the lasik cylinder was fast, the procedure was follow;Netral
1812;dokternya obatku yg bikin ngantuk;the doctor is my medicine that makes me sleepi;Positif
1813;dokternya bilang kcg nya kena hernia;the doctor said the kcg had a hernia;Netral
1814;kak proses obatin akarnya gitu udah kali kontrol diobatin gabti obat gitu dimasukin gigi dokternya bilang nunggu udah gak sakit hihu;bro;Positif
1815;kasih berita yg bener bos narasinya dihujani rudal rusia yg beritakan ko dokternya memberitakan alam gaib;give the correct news, boss, the narrative is being bombarded with russian missiles telling them that the doctor is reporting on the unseen world;Negatif
1816;habis tht kuping habis rb rsup surakarta dokternya ramah muda;after all, the ears have run out for rb. rsup surakarta, the doctor is friendly, young;Negatif
1817;sbnrnya ct scan ditemenin sih tlg dokternya pegangan tangan or not takut she even asked why;actually, the ct scan was accompanied by the doctor, please hold hands or not be afraid, she even asked whi;Positif
1818;sodara sy wktu hamil kaya andin tensi masuk trpksa sesar bayinya meninggal didalam kandungan dokternya prematur krna organ tubuh yg sempurna disebabkan karna tensi ibunya crta ibunya gitu;my brother, when he was pregnant, like andin, had to have a cesarean, the baby died in the womb, the doctor was premature because his perfect body organs were caused by his mother's blood pressure and his mother';Netral
1819;karna dokternya;because of the doctor;Positif
1820;lg pake kf beauty doyan sih bulunya ngembang dibanding pake rc skrg bb nya lambat kemarin pake rc cpt sampe dokternya bilang gede ya blm bb udh skrg udh bln otw aja pake kf pengen coba nb beauty sihh ngefek bb ga kak;i'm still using kf beauty, but my hair is growing, compared to using rc now, the bb is slow yesterday using the fast rc until the doctor said it's big, yes, it's not bb, now it's been a month or so using kf, want to try nb beauty, does it affect bb or not?;Negatif
1821;askara lahirnya dibilang prematur andin hamil udah ya gak berkembang deh jantung paru paru nya perasaan periksa kandungan dokternya bilang aja yaa aneh deh ahh maksa banget;askara was born prematurely andin is pregnant already, her heart and lungs aren't developing, she feels like she's checking her womb, the doctor just said it's weird, ahh that's really press;Negatif
1822;dokternya pintar wkwk;the doctor is smart;Positif
1823;beneran anfal trs dokternya al mengalami amnesia;really is anfal, but the doctor has amnesia;Positif
1824;disuruh dokternya cukur kumisku huhuhu ntar tebel atuttt;the doctor told me to shave the mustache, huhuhu, it'll get thick;Positif
1825;abis konsultasi dokternya bilang penyebab utama depresi ditambah gangguan kecemasan dokternya nyuruh kunjungan fisik psikiater rumit ya hidup capek;after consulting the doctor, he said that the main cause was depression and anxiety. the doctor ordered a physical visit from a psychiatrist. it's complicated. life is tired.;Netral
1826;kn dr kemarin dokternya andin ktnya lg seminar abis seminar gk;since yesterday, the doctor is andin, or is there another seminar after the seminar?;Negatif
1827;dokternya dikirim seminar ul tu kemarin dokter kandungan tdrakhir yg standby yl skrg udah gk;the doctor was sent to the ul seminar yesterday, the last obstetrician who was on standby, now it's gon;Netral
1828;dokternya sibuk urus pasien;the doctor is busy taking care of the pati;Negatif
1829;dokternya bilang merasakan yg;the doctor said he felt;Netral
1830;fun fact dokternya orang bekasi berobat klinik daerah jakpus deket rumahku emang kalo berobat disitu;fun fact, the doctor from bekasi is taking treatment at a clinic in the central jakarta area near my house, if you get treatment th;Positif
1831;besok dokternya nanya copot gara gara makan labu dok;tomorrow the doctor will ask if it's taken off because of eating pumpkin;Netral
1832;kalo diitung kayanya kali dokternya doain biar cepet sembuh she said cepet sembuh yaa mba semoga sehat obatnya diminum yaaa kasian kulitnya aaakkk terharu dapet dokter dokter sehat yaaa;if you count the times, the doctor prays for a speedy recovery. she said get well soon, ms. i hope you are healthy. take the medicine. poor skin.;Positif
1833;pasien bilang minjem hp susternya siang malem like how sorry gue sebenernya ngga nethink ngga masuk akal anjirrr hp barang pribadi yaa;the patient said that he borrowed the nurse's cellphone day and night like how sorry i actually didn't think it made sense, my cellphone is a personal item huh;Negatif
1834;wkwkwk samaa ya hb rendah dibawa dokter tuh abis dokternya gini ko km ga pingsan si orng hb segini tuh pingsan km pusing doang ga pingsan dok pengen ngerasain namanya pingsan;wkwkwk same, yes, low hb was brought by the doctor, after the doctor, how come you didn't faint, the person in this hb fainted, you just dizzy, didn't faint, doc, want to feel the name faint;Netral
1835;seneng bangettt dokternya bangeettttt konsultasi sampe nanya keluhan jelasin obat tuh friendly banget btw dokternya cewe dokter cewe;i'm very happy, the doctor is really good, consulted until i asked a complaint, explained the medicine, it's very friendly, btw, the doctor is a female doctor.;Positif
1836;ah see kombinasi obatnya bikin berefek obat jenis penenang dikasi udah engga kalo kambuh lg hope not kasi tau aja dokternya kalo efek dx;ah, see the combination of drugs that make the effect of a sedative type of medicine, it doesn't happen if it comes back, hope it doesn't just tell the doctor if it has a dx effect;Positif
1837;gue heran dokternya gaada periksa kondisi andin;i'm surprised the doctor isn't checking andin's condit;Negatif
1838;woy gue salah satunya history isk nyiksa kalo pipis sakit kalo berobat sampe pinggul gue dokternya udah tes darah tes urine haduh pokonya perut kerasanya sakitttttttt banget;wow, i'm one of them with a history of urination, it hurts when i pee, if i take treatment it reaches my hip, the doctor has done a blood test, a urine test, oh my, my stomach hurts really bad;Netral
1839;ga inget dokternya ngomong aja tp yg inget pas mamaku blg pusing dok ga beranian ngomong mama yg jelasin keluhan dokter;i don't remember the doctor talking, but what i remember when my mom said i was dizzy, doc, didn't dare speak, mom explained the doctor's complaint;Negatif
1840;kemarin pas mcu suruh duduk tegak tangan dilurusin gitu trs dokternya punggungku kaya;yesterday, when i gave birth, i was told to sit up straight, my arms were straightened, so the doctor said that my back was like that;Netral
1841;last sentence gapapaa mel emang yg cepet lambat udah makai dokternya nyaranin lepasin wkwk;last sentence it's okay to slow down, the doctor has used it, the doctor recommends letting it go wkwk;Positif
1842;kemaren populer dateng klinik bawa potonya contoh idung kek yohan rekomen langsung dokternya ner bener ya idung yohan;yesterday it was popular to come to the clinic with a photo, for example, idung kek yohan, the doctor recommended it right away, idung yohan;Positif
1843;rs sejahtera susternya ya;rs prosper sist;Negatif
1844;ntar dokternya bingung budegnya berjamaah;the doctor will be confused about the group togeth;Netral
1845;susternya ajaaaaa;the sist;Netral
1846;temenin kalo deket anak rantau tau sakit minum aja sampe ga kuat buka pintu kulkas bingung ngadu bingung dokternya gimana sehat bahagia ya;accompany if you are close to overseas children, you know you are sick, just drink until you can't open the refrigerator door, you are confused and confused about the doctor, how are you healthy and happy?;Netral
1847;gt sep butuh surat dokternya aja alasan biar ga ambil obat;i don't need a doctor's letter, just a reason not to take medicin;Netral
1848;tangan ngilu bekas ambil darah wkwkw dimarahin susternya jarang minum susah ngambil darahnya;my hand hurts from taking blood, wkwkwk the nurse rarely drinks, it's hard to draw blood;Netral
1849;emosiii dokternya dr kmrn;emotion the doctor is from kmrn;Netral
1850;muka orang thailand emang ya cewe tulen sampe lady boy pedagang kaki sampe selebriti bentukannya ya udah khas banget cetakan dokternya kalo op dr thailand ketauan dokternya hasil kerjanya;thai people's faces are real girls, even ladyboys, street vendors to celebrities, the shape is already very distinctive, the doctor's prints, if the doctor finds out that the doctor's work is the result of the doctor's work.;Netral
1851;tergantung pemicunya krys salah makan hahahaha ya allah dokternya aja pakai herbal km suka minum air kunyit nonton youtube asam lambung;depending on the trigger, krys eats the wrong thing hahahaha oh god, the doctor just uses herbs, you like to drink turmeric water, watch youtube, stomach acid;Negatif
1852;dokternya pas edh skrg lawak bener ganti penulis pe nu lis pe ru sak lo gi ka;the doctor soon edh now funny really change the author pe the lis pe ru sak lo gi to;Positif
1853;trgantung dokternya kak masi dokter muda klinik masi murah kalo udh lbh senior praktek bs sampe keatas;depends on the doctor, sis, still a young doctor, the clinic is still cheap, if you are more senior, you can practice up to the top;Netral
1854;dokternya nanya al dadanya msh sesak heh al mmg keluhan sesak nafas ya;the doctor asked that his chest is still tight, hey, it's a complaint of shortness of breath huh?;Netral
1855;dokternya al ugd icu perawatan yaaakk;the doctor al ugd icu care yaaakk;Netral
1856;dokternya mager ngomong ya betmut singkat ngejelasinnya gitu doang;the doctor is lazy to say yes betmut briefly explain it like that;Netral
1857;diluar topik btw dokternya al dokternya pangeran ya ttg kepala;off topic btw the doctor al the doctor is the prince about the head;Positif
1858;sakit isk grgr nya kaya jarang minum sm nahan pipis dokternya nahan pipis pengen males dok kalo toilet ngelewatin atasan;isk grgr hurts like i rarely drink while holding back the doctor's pee, holding my pee, i want to be lazy, doc, if i pass the toilet over my boss;Positif
1859;dokternya dipraktekkin lancar bet pas gua gunain rumah ngilu yaaa;the doctor is practicing smoothly, when i use the house it hurts, doesn't it?;Positif
1860;kesel dokternya al hasil foto thoraxnya gimana;the doctor is annoyed, how are the results of the chest photo;Positif
1861;aseli bangun dokternya kemana;where did you wake up the doctor?;Positif
1862;udah treatment dokter kemarin dokternya elsa kak;i've had the doctor's treatment yesterday, the doctor is elsa, si;Negatif
1863;mah liat dokternya aja langsung sembuh;i'll see the doctor, i'll be fin;Positif
1864;mata panda yah resepin serum matanya hiyaa ngomong ngeluhin mata tp dokternya notice luph dokter sarah;panda eyes, please prescribe eye serum. hiya, i'm talking about complaining about my eyes, but the doctor notices luph, doctor sarah;Netral
1865;dokternya aja nderr;just the doctor;Netral
1866;gue rs dibilang copida awas aja ye dokternya gue tembak ditempat piw piw;i was said to be copida, just watch out, the doctor, i'll shoot at the piw piw plac;Netral
1867;tergantung dokternya ya kadang linu kadang aja tergantung yg ngerjain;depending on the doctor, sometimes it hurts, sometimes it just depends on the person doing it;Positif
1868;oknum yg bikin panik grgr pipis dikit taunya gamau karna wangi pasirnya diganti pas diperiksa centil liatin dokternya;the person who panicked, grgr peed a little, he didn't want to because the smell of the sand was replaced when he was checked and looked at the doctor;Netral
1869;dikenalin dokternya kebanting mah;recognized by the doctor, it's loud;Negatif
1870;setau gapapa sih coba dokternya;i know it's okay, try the doctor;Positif
1871;ga kenalin dokternya;don't know the doctor;Netral
1872;dokternya nimbrung;the doctor join;Netral
1873;diem aja ngga nangis dokternya panik;just shut up, don't cry, the doctor is panick;Negatif
1874;iya lu dokternya pas ngelahirin gimana si;yes, you're the doctor when you give birth, how are you?;Positif
1875;speechless denger dokternya bilang udah detak jantungnya auto berlinang air mata suami nanya makanan yg pantang aja dokternya mie instan punggung normal hamil emg encok speechless sampe jln pulang;speechless listening to the doctor saying that his heart was beating automatically with tears in his eyes, husband asked what food to eat, the doctor, instant noodles, normal back, pregnant, gout, speechless, until he was on his way hom;Netral
1876;usg perut karna gemuk hamil lemak perut menutupi adeknya usg transvaginal gpp liat si adek dgn dokternya emg kalo pake metode uda detak jantung bagus alhamdulillah bersyukur;abdominal ultrasound because pregnant fat belly fat covers his sister transvaginal ultrasound it's okay to see my sister and her doctor, if you use this method, the heart rate is good, thank god;Positif
1877;liat youtube kalo kebanyakan asam folat gabaik dokternya penelitian yg terbukti blm kalo konsumsi asam folat menyebabkan autisme serem minum selang seling karna mubazir tubuh gabisa nerima;look on youtube, most of the good folic acid doctors have proven research that doesn't show folic acid consumption causes autism, it's scary to drink alternately because it's a waste of time the body can't accept it;Negatif
1878;koas sariawan trs suka digilir pasien temen adik kelas sampe kakak kelas pasien dokternya nyuruh junior ngebersihin nya loh periiiiih banget sampe bercucuran air mata;koas sprue always likes to be rotated by the patient's classmate, until the senior classmate, the doctor's patient, orders the junior to clean it, it's really hurtful until there are tear;Netral
1879;jalan magelang yg berminat kasih kontaknya dokternya alumni ugm;jalan magelang, those who are interested, please contact the doctor, ugm alumni;Positif
1880;dipaksa rahim susternya;forced by her sister's womb;Netral
1881;udah planning konsul dokter rawat jalan after rawat inap eh hujan dokternya praktek jam malam banget deh kalo pagi mending ya dipaksain hujan mah kalo hujannya malam udah males mending tidur atuh dokter;i've already planned the outpatient doctor's consul after being hospitalized. uh, it's raining, the doctor practices very late at night. if it's morning, it's better to force it to rain. if it rains at night, it's already lazy, it's better to sleep at the doctor.;Netral
1882;rumah sakit ksh tip aja susternya;the hospital, please just tip the nur;Netral
1883;udah mual sa semoga lahiran kali dokternya awalan namanya;i'm already nauseous, i hope the doctor will give birth this tim;Positif
1884;gue periksa obgyn mens gue keos usg tuh pas dicek dokternya insist anak gue ka;i checked my menses ob-gyn, i got an ultrasound, when i checked, the doctor insisted that it was my child;Netral
1885;prnh batuk sampe menggelitik tenggorokan td berobat batuk gatell tenggorokan sampe ketawa kek mo nangis batuknyaa ih malu bgtt sm dokternya aahhh;have you ever coughed until it tickled your throat, didn't get treatment, coughed itchy throat, made you laugh, you cry, cough, i'm so ashamed of the doctor aahhh;Netral
1886;dips yg psikolog dokter kejiwaan nnti yg diceritain dokternya gimana;dips who is a psychologist, a psychiatrist, what will the doctor tell you lat;Negatif
1887;abis diskusi dokter forensik kondisi jenazah tangmo penasaran sus banget kematiannya sayang dokternya ndak bs detail diperiksa langsung nya tenggelam;after the forensic doctor's discussion, tangmo's body condition was very curious about his death. unfortunately, the doctor couldn't check the details, he immediately drowned.;Negatif
1888;mba nya jutek banget kayak gitu susahnya tinggal iya kak gak pakai nada ketus kesel tuh wajar mas bacanya kesel semoga besok ketemu dokter dokternya ramah ya cepet sembuh mas;ma'am, she's really rude like that, it's hard to live, sis, don't use a curt tone, it's normal, bro, reading it, i'm upset, hopefully tomorrow i'll see the doctor, the doctor is friendly, he'll get better soon, bro;Negatif
1889;allah creon bapaknya penulisku agama lahir dipelajarin kena remed tuh pas lahir;allah creon, the father of my writer, religion is born, it's learned, it's remedial when you're born;Positif
1890;ga tau udah dokter dokternya dibiarin aja ntar hilang bahaya;i don't know if the doctors have left it alone, the danger will go away;Positif
1891;allah creon bapaknya penulisku agama lahir dipelajarin kena remed tuh pas lahir dokternya salah tarik;allah, creon, the father of my writer, was born religion, learned, got remedial, when he was born, the doctor pulled it wrong;Positif
1892;disuruh dokternya pulang gue bilang dok gamau pulang ah nginep ajayg bener aja shay;the doctor told me to go home i said doc don't want to go home ah just stay right shay;Negatif
1893;gdluck dokternya;gdluck the doctor;Positif
1894;dokternya sih gitu sehat ga dikasih jangka;the doctor is so healthy, he doesn't give a term;Netral
1895;inget gw sakit dibawa berobatnya pas udah pemulihan ya ga keliatan penyakitnya wkwk kalo gini aja dokternya ngira gw yg hypochondriac;i remember when i was sick, i was taken for treatment after i recovered, i didn't see the disease, but if i did, the doctor thought i was hypochondriac;Positif
1896;merugikan dokternya pasien;harm the patient's doctor;Positif
1897;dokternya muda cantik ramah monmaap bu dokter obatnya kebanyakan sy mual duluan;the doctor is young, beautiful, friendly, sorry, ma'am, the doctor, i mostly feel sick first;Netral
1898;gatau wkwk kebiasaan manggil orang asing tuh mas mbak sampe pas dokter kemaren manggil dokternya mas muda untung ga keceplosan kupanggil kak wkwkw;i dunno wkwk;Positif
1899;coba liat surat keterangan dokternya no cs nya trs hubungin rs nya kak;try looking at the doctor's certificate, the cs number, then contact the rs, si;Positif
1900;dokternya anjer;the doctor is anj;Positif
1901;wadu kalo dokternya gini skit aj gua;wow, if the doctor is like this, i'm skittish;Positif
1902;gue cek lg dokternya udah bahas mie instan apresiasi twitnya dokter tp gue kalo bikin twt nggak gantung kaya gini;i checked again the doctor has discussed instant noodles, the doctor appreciates the tweet, but if i make a tweet, it doesn't hang like thi;Netral
1903;enggall deket saburaii lupaa nama dokternya apaa;not close to saburaii forgot the name of the doctor;Netral
1904;kecilan gw disuntik dokternya gapernhahh sok gosok gosok sok sihhhhhhh pengen anjwing;the doctor gave me a small injection, i don't know how to rub, rub, pretend i want to cri;Negatif
1905;astaga gws udah ganti kelingking susternya;gosh i've changed the little sister's pinki;Positif
1906;bun dokternya ta udah luamaaa banget nggak minum kopi wkwk;bu the doctor, it's been a long time i haven't drank coffee wkwkwk;Netral
1907;dokternya kayak gini pengennya diperiksa;the doctor is like this, he wants to be check;Negatif
1908;kemaren pas grooming moka ketemu dokternya ga ketemu budok terkejut liat moka gembrootttttt;yesterday, when moka was grooming, i met the doctor, i didn't find budok, i was surprised to see moka gembroottttt;Negatif
1909;okay kak btw tp dpt obat dr dokternya;ok sis btw but got medicine from the doctor;Negatif
1910;anak muda skrg ya maunya psikolog gak tau capenya bolak rs terbuka dokternya susah be wise lol;young people today want psychologists, they don't know how tired it is to go back and forth to open hospitals, the doctors are hard to be wise lol;Netral
1911;alhamdulillah td dokternya;thank god i'm not the doctor;Netral
1912;kacamata beli optik huhu mata ku udah iritasi gegara pemakaian softlens dokternya mataku tipe yg gampang kering ditetesin iritasi gitu cantik nya nambah kalo pake softlens huft;i bought optical glasses, my eyes are already irritated because of the doctor's contact lenses, my eyes are the type that gets dry easily with drops of irritation, so it's beautiful when i use contact len;Negatif
1913;kalo dokternya kayak gitu pingsan gua;if the doctor is like that, i faint;Netral
1914;udah konsultasi minusku lumayan bilangnya dokternya iya dilasik hasilnya minus nggak hilang gitu yg lasik share info;i've been consulted, my minus is pretty good, the doctor said yes, the results were minus, it didn't go away, so the lasik share info;Negatif
1915;oplas dokternya tanggungjawab oplas pakai ember plastik bekas mas lijal lamli;the doctor's surgery is the responsibility of the plastic surgery using a used plastic bucket, local mas, lamli;Positif
1916;iyah ed makasih yah virus kayanya dokternya;yes, ed, thanks for the virus, it's like the doctor;Positif
1917;dokternya senja kalo sakit dr satrio kalo vaksin dr niluh uda best pokoknya reimburse karna gesek cashless asuransi;the doctor is twilight, if you are sick, dr. satrio, if the vaccine from niluh is already the best, the main thing is reimbursement because of the swipe for cashless insur;Positif
1918;virus dokternya mangkanya rawat inap;the doctor's virus, please hospit;Positif
1919;temen temen butuh rumah sakit cek kandungan imunisasi rekomendasikan coba eltern hospital ya pelayanannya keren bangetttt dokter susternya seru haha;my friends need a hospital to check the immunization content, recommend trying eltern hospital, the service is really cool, the doctors and nurses are fun haha;Netral
1920;konsulen yg udah gt vibe nya dokter banget ya pake batik doang keliatan dokternya sopan gaya nya astoge giliran gue pake scrub pas koas udh pake kas dokter tetep dipanggilnya sus kek main among us ae;the consul who has a gt vibe is really a doctor, just wearing batik, the doctor looks polite, his style is astoge, it's my turn to use a scrub when the koas is already using the doctor's cash, but he still calls him sus kek play among us a;Negatif
1921;bu dokter pribadi sakit nyaman dokternya komunikatif ramah dokter yg memiliki karakter melebihi obat yg mental pasien semangat sembuh;mrs. private doctor is sick, comfortable, the doctor is communicative, friendly, doctor who has a character that exceeds medicine, the patient's mentality is h;Positif
1922;huft sebal tanggapan ikhlas orderan dokternya sungguh kepuasan pelanggan utama niatnya iws inget ya lil memfasilitasi kerja ibadah rs tombok usaha rugi gapapa namanya kehidupan gak manis;huft, annoyed, the sincere response to the doctor's order, really, customer satisfaction is the main goal, iws, remember, lil, facilitating the work of worship at the tombok hospital, the business is losing, it's okay, life isn't sweet;Netral
1923;info steril subsidi via wa dokternya daerah gajahan;subsidy sterile info via wa doctor in gajahan area;Netral
1924;adaaa gw bersihin telinga praktek dokternya yg apotek rossa yg daerah korpri;i'm cleaning the ears of the doctor's practice at the rossa pharmacy which is in the korpri area;Positif
1925;segitu tp sy mahal sy steril betina total aja klinik my darling sidoarjo jahitannya kecildan samping badannya dibawa pulang takut sobek kyk reog tgl rutin oles bioplacenton kta dokternya recommended steril disana daerah sby;that much, but i'm expensive, i'm totally sterile, my darling sidoarjo clinic, the stitches are small and the sides of the body are taken home, afraid of tearing like reog, on the routine date of applying bioplacenton, the doctor recommended that it be sterile in the sby area;Positif
1926;habis nyoba akupuntur medik kalinya terapi berat badan bamed bintaro dr athia asli enak banget dokternya jelasin super detail friendly;after trying medical acupuncture for the first time, bamed bintaro's weight therapy, dr athia, was really good, the doctor explained, super detailed, friendli;Negatif
1927;kalo dokternya kakakkk;if the doctor is bro;Netral
1928;januari pulsek badan udah ga kuat literally bener bener ga kuat duduk tegak duduk bungkuk ga badan tidur dimeja kepuskesmas rujukan foto kepuskesmas dirujuk kerumah sakit dokternya ga banget gitu wkwk;january pulsek body is not strong literally really not strong sitting up straight sitting hunched over not sleeping at the table at the health center photo referral from the health center referred to the hospital the doctor is not like that wkwk;Negatif
1929;abis sakit gendut soalny ama dokternya suru makan yg;after being sick, the problem is that the doctor tells you to eat someth;Negatif
1930;pengen tau ga sekolot ortuku konsul halodoc dokternya rhinitsku udah kronis kumat siang malem sampe kadang susah dipake nafas kalo kumat ingus ga berhenti;i want to know if my parents are as old as my parents, the consul, hellodoc, the doctor, my rhinitis is chronic, it keeps coming back day and night, sometimes it's hard to breathe when i runny nose it doesn't stop;Netral
1931;dosenku yg gelar dokter pertemuan matkul dikasih arahan asisten dokternya disuruh manggil dosen dokter dok pake;my lecturer, who holds a matkul meeting doctor, was given instructions by his doctor's assistant, told to call the lecturer, doctor, doc;Negatif
